id,show_id,date_added,release_year
1994,s1994,"September 16, 2020",2020
1995,s1995,"September 16, 2020",2020
1996,s1996,"September 16, 2020",2020
1997,s1997,"September 16, 2020",2020
1998,s1998,"September 16, 2020",2016
1999,s1999,"September 15, 2020",2020
2000,s2000,"September 15, 2020",2020
2001,s2001,"September 15, 2020",2020
2002,s2002,"September 15, 2020",2002
2003,s2003,"September 15, 2020",2020
2004,s2004,"September 15, 2020",2013
2005,s2005,"September 15, 2020",2020
2006,s2006,"September 14, 2020",2018
2007,s2007,"September 11, 2020",2020
2008,s2008,"September 11, 2020",2020
2009,s2009,"September 11, 2020",2020
2010,s2010,"September 11, 2020",2007
2011,s2011,"September 11, 2020",2014
2012,s2012,"September 11, 2020",2020
2013,s2013,"September 11, 2020",2020
2014,s2014,"September 11, 2020",2020
2015,s2015,"September 11, 2020",2014
2016,s2016,"September 10, 2020",2018
2017,s2017,"September 10, 2020",2018
2018,s2018,"September 10, 2020",2019
2019,s2019,"September 10, 2020",2019
2020,s2020,"September 10, 2020",2018
2021,s2021,"September 10, 2020",2017
2022,s2022,"September 10, 2020",2020
2023,s2023,"September 10, 2020",2020
2024,s2024,"September 10, 2020",2019
2025,s2025,"September 10, 2020",2018
2026,s2026,"September 10, 2020",2016
2027,s2027,"September 10, 2020",2016
2028,s2028,"September 10, 2020",2017
2029,s2029,"September 10, 2020",2018
2030,s2030,"September 10, 2020",2020
2031,s2031,"September 9, 2020",2020
2032,s2032,"September 9, 2020",2020
2033,s2033,"September 9, 2020",2020
2034,s2034,"September 9, 2020",2020
2035,s2035,"September 9, 2020",2020
2036,s2036,"September 9, 2020",2020
2037,s2037,"September 8, 2020",2020
2038,s2038,"September 8, 2020",2020
2039,s2039,"September 7, 2020",2020
2040,s2040,"September 7, 2020",2010
2041,s2041,"September 7, 2020",2020
2042,s2042,"September 7, 2020",2010
2043,s2043,"September 5, 2020",2017
2044,s2044,"September 5, 2020",2020
2045,s2045,"September 4, 2020",2020
2046,s2046,"September 4, 2020",2020
2047,s2047,"September 4, 2020",2019
2048,s2048,"September 4, 2020",2020
2049,s2049,"September 4, 2020",2019
2050,s2050,"September 4, 2020",2015
2051,s2051,"September 3, 2020",2020
2052,s2052,"September 3, 2020",2018
2053,s2053,"September 3, 2020",2020
2054,s2054,"September 3, 2020",2020
2055,s2055,"September 2, 2020",2020
2056,s2056,"September 2, 2020",2020
2057,s2057,"September 2, 2020",2009
2058,s2058,"September 2, 2020",2020
2059,s2059,"September 2, 2020",2020
2060,s2060,"September 1, 2020",2018
2061,s2061,"September 1, 2020",2016
2062,s2062,"September 1, 2020",2020
2063,s2063,"September 1, 2020",2017
2064,s2064,"September 1, 2020",2020
2065,s2065,"September 1, 2020",2012
2066,s2066,"September 1, 2020",2019
2067,s2067,"September 1, 2020",2016
2068,s2068,"September 1, 2020",2016
2069,s2069,"September 1, 2020",2020
2070,s2070,"September 1, 2020",2002
2071,s2071,"September 1, 2020",2020
2072,s2072,"September 1, 2020",2011
2073,s2073,"September 1, 2020",2008
2074,s2074,"September 1, 2020",1998
2075,s2075,"September 1, 2020",1998
2076,s2076,"September 1, 2020",2018
2077,s2077,"September 1, 2020",2020
2078,s2078,"September 1, 2020",2020
2079,s2079,"September 1, 2020",2019
2080,s2080,"September 1, 2020",2011
2081,s2081,"September 1, 2020",2020
2082,s2082,"September 1, 2020",2020
2083,s2083,"August 31, 2020",2020
2084,s2084,"August 31, 2020",2020
2085,s2085,"August 29, 2020",2020
2086,s2086,"August 28, 2020",2020
2087,s2087,"August 28, 2020",2020
2088,s2088,"August 28, 2020",2020
2089,s2089,"August 28, 2020",2020
2090,s2090,"August 27, 2020",2020
2091,s2091,"August 27, 2020",1998
2092,s2092,"August 27, 2020",2020
2093,s2093,"August 27, 2020",2016
2094,s2094,"August 26, 2020",2020
2095,s2095,"August 26, 2020",2019
2096,s2096,"August 26, 2020",2020
2097,s2097,"August 26, 2020",2020
2098,s2098,"August 26, 2020",2020
2099,s2099,"August 25, 2020",2020
2100,s2100,"August 25, 2020",2020
2101,s2101,"August 24, 2020",2016
2102,s2102,"August 22, 2020",2019
2103,s2103,"August 22, 2020",2013
2104,s2104,"August 21, 2020",2020
2105,s2105,"August 21, 2020",2020
2106,s2106,"August 21, 2020",2020
2107,s2107,"August 21, 2020",2020
2108,s2108,"August 21, 2020",2020
2109,s2109,"August 20, 2020",2020
2110,s2110,"August 20, 2020",2020
2111,s2111,"August 20, 2020",2019
2112,s2112,"August 20, 2020",2020
2113,s2113,"August 19, 2020",2020
2114,s2114,"August 19, 2020",2020
2115,s2115,"August 19, 2020",2020
2116,s2116,"August 18, 2020",2019
2117,s2117,"August 18, 2020",2017
2118,s2118,"August 17, 2020",2020
2119,s2119,"August 17, 2020",2020
2120,s2120,"August 17, 2020",2018
2121,s2121,"August 16, 2020",2012
2122,s2122,"August 16, 2020",2014
2123,s2123,"August 16, 2020",2020
2124,s2124,"August 15, 2020",2016
2125,s2125,"August 15, 2020",2020
2126,s2126,"August 15, 2020",2014
2127,s2127,"August 15, 2020",2009
2128,s2128,"August 14, 2020",2020
2129,s2129,"August 14, 2020",2020
2130,s2130,"August 14, 2020",2020
2131,s2131,"August 14, 2020",2018
2132,s2132,"August 14, 2020",2020
2133,s2133,"August 14, 2020",2020
2134,s2134,"August 14, 2020",2020
2135,s2135,"August 14, 2020",2020
2136,s2136,"August 14, 2020",2014
2137,s2137,"August 14, 2020",2018
2138,s2138,"August 13, 2020",2019
2139,s2139,"August 13, 2020",2016
2140,s2140,"August 13, 2020",2012
2141,s2141,"August 12, 2020",2020
2142,s2142,"August 12, 2020",2020
2143,s2143,"August 11, 2020",2014
2144,s2144,"August 11, 2020",2020
2145,s2145,"August 10, 2020",2020
2146,s2146,"August 10, 2020",2019
2147,s2147,"August 10, 2020",2020
2148,s2148,"August 8, 2020",2018
2149,s2149,"August 8, 2020",2016
2150,s2150,"August 8, 2020",2020
2151,s2151,"August 7, 2020",2020
2152,s2152,"August 7, 2020",2020
2153,s2153,"August 7, 2020",2020
2154,s2154,"August 7, 2020",2020
2155,s2155,"August 7, 2020",2018
2156,s2156,"August 7, 2020",2020
2157,s2157,"August 7, 2020",2020
2158,s2158,"August 7, 2020",2020
2159,s2159,"August 7, 2020",2020
2160,s2160,"August 7, 2020",2020
2161,s2161,"August 6, 2020",2016
2162,s2162,"August 6, 2020",2020
2163,s2163,"August 6, 2020",2020
2164,s2164,"August 5, 2020",2020
2165,s2165,"August 5, 2020",2019
2166,s2166,"August 5, 2020",2020
2167,s2167,"August 4, 2020",2020
2168,s2168,"August 4, 2020",2020
2169,s2169,"August 4, 2020",2020
2170,s2170,"August 4, 2020",2020
2171,s2171,"August 3, 2020",2020
2172,s2172,"August 2, 2020",2020
2173,s2173,"August 1, 2020",2017
2174,s2174,"August 1, 2020",2000
2175,s2175,"August 1, 2020",2020
2176,s2176,"August 1, 2020",2014
2177,s2177,"August 1, 2020",2020
2178,s2178,"August 1, 2020",2020
2179,s2179,"August 1, 2020",2018
2180,s2180,"August 1, 2020",2017
2181,s2181,"August 1, 2020",2008
2182,s2182,"August 1, 2020",2020
2183,s2183,"August 1, 2020",2020
2184,s2184,"August 1, 2020",2018
2185,s2185,"July 31, 2020",2020
2186,s2186,"July 31, 2020",2020
2187,s2187,"July 31, 2020",2020
2188,s2188,"July 31, 2020",2020
2189,s2189,"July 31, 2020",2020
2190,s2190,"July 31, 2020",2020
2191,s2191,"July 31, 2020",2020
2192,s2192,"July 30, 2020",2017
2193,s2193,"July 30, 2020",2020
2194,s2194,"July 30, 2020",2020
2195,s2195,"July 30, 2020",2020
2196,s2196,"July 29, 2020",2016
2197,s2197,"July 29, 2020",2019
2198,s2198,"July 29, 2020",2020
2199,s2199,"July 29, 2020",2020
2200,s2200,"July 29, 2020",2020
2201,s2201,"July 29, 2020",2019
2202,s2202,"July 28, 2020",2020
2203,s2203,"July 26, 2020",2020
2204,s2204,"July 26, 2020",2019
2205,s2205,"July 25, 2020",2020
2206,s2206,"July 25, 2020",2020
2207,s2207,"July 25, 2020",2016
2208,s2208,"July 24, 2020",2020
2209,s2209,"July 24, 2020",2020
2210,s2210,"July 24, 2020",2019
2211,s2211,"July 24, 2020",2020
2212,s2212,"July 24, 2020",2020
2213,s2213,"July 24, 2020",2020
2214,s2214,"July 24, 2020",2020
2215,s2215,"July 23, 2020",2015
2216,s2216,"July 23, 2020",2020
2217,s2217,"July 23, 2020",2019
2218,s2218,"July 22, 2020",2020
2219,s2219,"July 22, 2020",2020
2220,s2220,"July 22, 2020",2019
2221,s2221,"July 21, 2020",2019
2222,s2222,"July 21, 2020",2020
2223,s2223,"July 21, 2020",2020
2224,s2224,"July 19, 2020",2017
2225,s2225,"July 18, 2020",2018
2226,s2226,"July 18, 2020",2019
2227,s2227,"July 18, 2020",2018
2228,s2228,"July 17, 2020",2020
2229,s2229,"July 17, 2020",2020
2230,s2230,"July 17, 2020",2020
2231,s2231,"July 17, 2020",2020
2232,s2232,"July 17, 2020",2019
2233,s2233,"July 16, 2020",2020
2234,s2234,"July 16, 2020",2018
2235,s2235,"July 15, 2020",2019
2236,s2236,"July 15, 2020",2020
2237,s2237,"July 15, 2020",2020
2238,s2238,"July 15, 2020",2020
2239,s2239,"July 15, 2020",2016
2240,s2240,"July 15, 2020",2018
2241,s2241,"July 15, 2020",2020
2242,s2242,"July 14, 2020",2020
2243,s2243,"July 14, 2020",2020
2244,s2244,"July 14, 2020",2020
2245,s2245,"July 11, 2020",2016
2246,s2246,"July 10, 2020",2020
2247,s2247,"July 10, 2020",2020
2248,s2248,"July 10, 2020",2018
2249,s2249,"July 10, 2020",2020
2250,s2250,"July 10, 2020",2020
2251,s2251,"July 10, 2020",2020
2252,s2252,"July 10, 2020",2019
2253,s2253,"July 10, 2020",2019
2254,s2254,"July 9, 2020",2020
2255,s2255,"July 9, 2020",2020
2256,s2256,"July 9, 2020",2020
2257,s2257,"July 8, 2020",2018
2258,s2258,"July 8, 2020",2020
2259,s2259,"July 8, 2020",2020
2260,s2260,"July 8, 2020",2018
2261,s2261,"July 7, 2020",2012
2262,s2262,"July 7, 2020",2020
2263,s2263,"July 6, 2020",2019
2264,s2264,"July 6, 2020",2020
2265,s2265,"July 5, 2020",2012
2266,s2266,"July 5, 2020",2011
2267,s2267,"July 5, 2020",2012
2268,s2268,"July 5, 2020",2013
2269,s2269,"July 5, 2020",2013
2270,s2270,"July 5, 2020",2016
2271,s2271,"July 5, 2020",2013
2272,s2272,"July 5, 2020",2015
2273,s2273,"July 5, 2020",2015
2274,s2274,"July 5, 2020",2015
2275,s2275,"July 5, 2020",2014
2276,s2276,"July 5, 2020",2020
2277,s2277,"July 5, 2020",2013
2278,s2278,"July 5, 2020",2013
2279,s2279,"July 5, 2020",2014
2280,s2280,"July 5, 2020",2011
2281,s2281,"July 5, 2020",2014
2282,s2282,"July 5, 2020",2012
2283,s2283,"July 5, 2020",2014
2284,s2284,"July 5, 2020",2019
2285,s2285,"July 5, 2020",2019
2286,s2286,"July 5, 2020",2012
2287,s2287,"July 5, 2020",2015
2288,s2288,"July 5, 2020",2014
2289,s2289,"July 5, 2020",2011
2290,s2290,"July 5, 2020",2013
2291,s2291,"July 5, 2020",2011
2292,s2292,"July 5, 2020",2013
2293,s2293,"July 4, 2020",2020
2294,s2294,"July 3, 2020",2019
2295,s2295,"July 3, 2020",2020
2296,s2296,"July 3, 2020",2020
2297,s2297,"July 3, 2020",2017
2298,s2298,"July 3, 2020",2020
2299,s2299,"July 3, 2020",2020
2300,s2300,"July 3, 2020",2020
2301,s2301,"July 3, 2020",2019
2302,s2302,"July 2, 2020",1993
2303,s2303,"July 2, 2020",2020
2304,s2304,"July 2, 2020",2020
2305,s2305,"July 1, 2020",2019
2306,s2306,"July 1, 2020",2019
2307,s2307,"July 1, 2020",2016
2308,s2308,"July 1, 2020",2019
2309,s2309,"July 1, 2020",2020
2310,s2310,"July 1, 2020",2015
2311,s2311,"July 1, 2020",2019
2312,s2312,"July 1, 2020",1999
2313,s2313,"July 1, 2020",2014
2314,s2314,"July 1, 2020",2020
2315,s2315,"July 1, 2020",2007
2316,s2316,"July 1, 2020",2019
2317,s2317,"July 1, 2020",2019
2318,s2318,"July 1, 2020",1990
2319,s2319,"July 1, 2020",2004
2320,s2320,"July 1, 2020",2020
2321,s2321,"June 30, 2020",2020
2322,s2322,"June 30, 2020",2020
2323,s2323,"June 30, 2020",2020
2324,s2324,"June 30, 2020",2011
2325,s2325,"June 28, 2020",2020
2326,s2326,"June 28, 2020",2019
2327,s2327,"June 28, 2020",2019
2328,s2328,"June 27, 2020",2020
2329,s2329,"June 27, 2020",2020
2330,s2330,"June 26, 2020",2020
2331,s2331,"June 26, 2020",2020
2332,s2332,"June 26, 2020",2020
2333,s2333,"June 26, 2020",2019
2334,s2334,"June 26, 2020",2016
2335,s2335,"June 26, 2020",2019
2336,s2336,"June 26, 2020",2019
2337,s2337,"June 26, 2020",2019
2338,s2338,"June 26, 2020",2020
2339,s2339,"June 25, 2020",2020
2340,s2340,"June 25, 2020",2015
2341,s2341,"June 25, 2020",2006
2342,s2342,"June 24, 2020",2020
2343,s2343,"June 24, 2020",2020
2344,s2344,"June 24, 2020",2020
2345,s2345,"June 24, 2020",2020
2346,s2346,"June 23, 2020",2020
2347,s2347,"June 23, 2020",2020
2348,s2348,"June 22, 2020",2020
2349,s2349,"June 22, 2020",2017
2350,s2350,"June 21, 2020",2020
2351,s2351,"June 21, 2020",2017
2352,s2352,"June 20, 2020",2019
2353,s2353,"June 19, 2020",2020
2354,s2354,"June 19, 2020",2020
2355,s2355,"June 19, 2020",1997
2356,s2356,"June 19, 2020",2020
2357,s2357,"June 19, 2020",2020
2358,s2358,"June 19, 2020",2020
2359,s2359,"June 19, 2020",2020
2360,s2360,"June 19, 2020",2020
2361,s2361,"June 19, 2020",2020
2362,s2362,"June 19, 2020",1994
2363,s2363,"June 19, 2020",2020
2364,s2364,"June 19, 2020",2020
2365,s2365,"June 18, 2020",2020
2366,s2366,"June 18, 2020",1979
2367,s2367,"June 18, 2020",1989
2368,s2368,"June 18, 2020",1982
2369,s2369,"June 18, 2020",1958
2370,s2370,"June 18, 2020",1956
2371,s2371,"June 18, 2020",2020
2372,s2372,"June 18, 2020",2019
2373,s2373,"June 18, 2020",2020
2374,s2374,"June 18, 2020",1963
2375,s2375,"June 18, 2020",2010
2376,s2376,"June 18, 2020",1954
2377,s2377,"June 18, 2020",1970
2378,s2378,"June 18, 2020",2014
2379,s2379,"June 18, 2020",2020
2380,s2380,"June 17, 2020",2018
2381,s2381,"June 17, 2020",2020
2382,s2382,"June 16, 2020",2012
2383,s2383,"June 16, 2020",2016
2384,s2384,"June 15, 2020",2015
2385,s2385,"June 15, 2020",2019
2386,s2386,"June 15, 2020",2013
2387,s2387,"June 15, 2020",2019
2388,s2388,"June 13, 2020",2019
2389,s2389,"June 13, 2020",2020
2390,s2390,"June 13, 2020",2020
2391,s2391,"June 13, 2020",2020
2392,s2392,"June 13, 2020",2020
2393,s2393,"June 12, 2020",2020
2394,s2394,"June 12, 2020",2020
2395,s2395,"June 12, 2020",2020
2396,s2396,"June 12, 2020",2020
2397,s2397,"June 12, 2020",2020
2398,s2398,"June 12, 2020",2020
2399,s2399,"June 12, 2020",2018
2400,s2400,"June 12, 2020",2002
2401,s2401,"June 12, 2020",2020
2402,s2402,"June 12, 2020",2020
2403,s2403,"June 11, 2020",2014
2404,s2404,"June 11, 2020",2008
2405,s2405,"June 10, 2020",2020
2406,s2406,"June 10, 2020",2020
2407,s2407,"June 10, 2020",2020
2408,s2408,"June 10, 2020",2009
2409,s2409,"June 10, 2020",2018
2410,s2410,"June 10, 2020",2020
2411,s2411,"June 10, 2020",2018
2412,s2412,"June 8, 2020",2017
2413,s2413,"June 7, 2020",2020
2414,s2414,"June 7, 2020",2020
2415,s2415,"June 7, 2020",2018
2416,s2416,"June 6, 2020",2018
2417,s2417,"June 6, 2020",2020
2418,s2418,"June 5, 2020",2020
2419,s2419,"June 5, 2020",2016
2420,s2420,"June 5, 2020",2014
2421,s2421,"June 5, 2020",2020
2422,s2422,"June 5, 2020",2019
2423,s2423,"June 5, 2020",2020
2424,s2424,"June 5, 2020",2019
2425,s2425,"June 5, 2020",2020
2426,s2426,"June 5, 2020",2010
2427,s2427,"June 4, 2020",2020
2428,s2428,"June 4, 2020",2017
2429,s2429,"June 4, 2020",2017
2430,s2430,"June 3, 2020",2007
2431,s2431,"June 3, 2020",2017
2432,s2432,"June 3, 2020",2020
2433,s2433,"June 2, 2020",2019
2434,s2434,"June 2, 2020",2008
2435,s2435,"June 2, 2020",2006
2436,s2436,"June 2, 2020",2006
2437,s2437,"June 2, 2020",2009
2438,s2438,"June 2, 2020",2012
2439,s2439,"June 2, 2020",2008
2440,s2440,"June 2, 2020",2004
2441,s2441,"June 2, 2020",2020
2442,s2442,"June 2, 2020",2006
2443,s2443,"June 2, 2020",2011
2444,s2444,"June 1, 2020",2019
2445,s2445,"June 1, 2020",1999
2446,s2446,"June 1, 2020",2020
2447,s2447,"June 1, 2020",2017
2448,s2448,"June 1, 2020",2016
2449,s2449,"June 1, 2020",2019
2450,s2450,"June 1, 2020",2018
2451,s2451,"June 1, 2020",2014
2452,s2452,"June 1, 2020",2018
2453,s2453,"June 1, 2020",2017
2454,s2454,"June 1, 2020",2017
2455,s2455,"June 1, 2020",2017
2456,s2456,"June 1, 2020",2016
2457,s2457,"May 31, 2020",2019
2458,s2458,"May 29, 2020",2018
2459,s2459,"May 29, 2020",2020
2460,s2460,"May 29, 2020",2020
2461,s2461,"May 29, 2020",1999
2462,s2462,"May 28, 2020",2018
2463,s2463,"May 28, 2020",2020
2464,s2464,"May 28, 2020",2014
2465,s2465,"May 28, 2020",2015
2466,s2466,"May 28, 2020",2020
2467,s2467,"May 28, 2020",2016
2468,s2468,"May 27, 2020",2019
2469,s2469,"May 26, 2020",2020
2470,s2470,"May 25, 2020",2019
2471,s2471,"May 25, 2020",2019
2472,s2472,"May 25, 2020",2019
2473,s2473,"May 24, 2020",2020
2474,s2474,"May 23, 2020",2019
2475,s2475,"May 23, 2020",2020
2476,s2476,"May 23, 2020",2020
2477,s2477,"May 22, 2020",2020
2478,s2478,"May 22, 2020",2019
2479,s2479,"May 22, 2020",2018
2480,s2480,"May 22, 2020",2020
2481,s2481,"May 22, 2020",2020
2482,s2482,"May 21, 2020",2018
2483,s2483,"May 21, 2020",1981
2484,s2484,"May 21, 2020",1996
2485,s2485,"May 21, 2020",1982
2486,s2486,"May 21, 2020",2019
2487,s2487,"May 21, 2020",2020
2488,s2488,"May 21, 2020",1979
2489,s2489,"May 21, 2020",1984
2490,s2490,"May 21, 2020",1985
2491,s2491,"May 21, 2020",1981
2492,s2492,"May 21, 2020",1973
2493,s2493,"May 21, 2020",1976
2494,s2494,"May 20, 2020",2010
2495,s2495,"May 20, 2020",2020
2496,s2496,"May 20, 2020",2020
2497,s2497,"May 20, 2020",2014
2498,s2498,"May 20, 2020",2010
2499,s2499,"May 20, 2020",2020
2500,s2500,"May 20, 2020",2020
2501,s2501,"May 20, 2020",2020
2502,s2502,"May 19, 2020",2006
2503,s2503,"May 19, 2020",2009
2504,s2504,"May 19, 2020",2012
2505,s2505,"May 19, 2020",2007
2506,s2506,"May 19, 2020",2008
2507,s2507,"May 19, 2020",2009
2508,s2508,"May 19, 2020",2020
2509,s2509,"May 19, 2020",2020
2510,s2510,"May 19, 2020",2006
2511,s2511,"May 19, 2020",2004
2512,s2512,"May 19, 2020",2012
2513,s2513,"May 19, 2020",2005
2514,s2514,"May 18, 2020",2019
2515,s2515,"May 18, 2020",2020
2516,s2516,"May 17, 2020",2020
2517,s2517,"May 17, 2020",2019
2518,s2518,"May 16, 2020",2009
2519,s2519,"May 16, 2020",2009
2520,s2520,"May 15, 2020",2007
2521,s2521,"May 15, 2020",2017
2522,s2522,"May 15, 2020",2019
2523,s2523,"May 15, 2020",2020
2524,s2524,"May 15, 2020",2019
2525,s2525,"May 15, 2020",2020
2526,s2526,"May 15, 2020",2014
2527,s2527,"May 15, 2020",2020
2528,s2528,"May 15, 2020",2020
2529,s2529,"May 15, 2020",2019
2530,s2530,"May 15, 2020",2015
2531,s2531,"May 15, 2020",2020
2532,s2532,"May 14, 2020",2018
2533,s2533,"May 14, 2020",2019
2534,s2534,"May 14, 2020",2018
2535,s2535,"May 14, 2020",2020
2536,s2536,"May 14, 2020",2017
2537,s2537,"May 14, 2020",2018
2538,s2538,"May 14, 2020",2018
2539,s2539,"May 14, 2020",2018
2540,s2540,"May 13, 2020",2012
2541,s2541,"May 13, 2020",2020
2542,s2542,"May 12, 2020",2019
2543,s2543,"May 12, 2020",2020
2544,s2544,"May 12, 2020",2020
2545,s2545,"May 11, 2020",2010
2546,s2546,"May 11, 2020",1994
2547,s2547,"May 11, 2020",2019
2548,s2548,"May 11, 2020",2020
2549,s2549,"May 11, 2020",2020
2550,s2550,"May 9, 2020",2020
2551,s2551,"May 8, 2020",2020
2552,s2552,"May 8, 2020",2020
2553,s2553,"May 8, 2020",2020
2554,s2554,"May 8, 2020",2020
2555,s2555,"May 8, 2020",2020
2556,s2556,"May 7, 2020",2016
2557,s2557,"May 7, 2020",2019
2558,s2558,"May 7, 2020",2020
2559,s2559,"May 7, 2020",2018
2560,s2560,"May 6, 2020",2020
2561,s2561,"May 6, 2020",2020
2562,s2562,"May 5, 2020",2020
2563,s2563,"May 4, 2020",2019
2564,s2564,"May 4, 2020",2020
2565,s2565,"May 3, 2020",2019
2566,s2566,"May 2, 2020",2020
2567,s2567,"May 2, 2020",2019
2568,s2568,"May 2, 2020",2020
2569,s2569,"May 2, 2020",2015
2570,s2570,"May 2, 2020",2020
2571,s2571,"May 2, 2020",2019
2572,s2572,"May 2, 2020",2013
2573,s2573,"May 2, 2020",2020
2574,s2574,"May 2, 2020",2020
2575,s2575,"May 2, 2020",2015
2576,s2576,"May 2, 2020",2009
2577,s2577,"May 1, 2020",2020
2578,s2578,"May 1, 2020",2018
2579,s2579,"May 1, 2020",2019
2580,s2580,"May 1, 2020",2020
2581,s2581,"May 1, 2020",2020
2582,s2582,"May 1, 2020",2013
2583,s2583,"May 1, 2020",2008
2584,s2584,"May 1, 2020",2019
2585,s2585,"May 1, 2020",2012
2586,s2586,"May 1, 2020",2019
2587,s2587,"May 1, 2020",2014
2588,s2588,"May 1, 2020",2020
2589,s2589,"May 1, 2020",2020
2590,s2590,"May 1, 2020",2020
2591,s2591,"May 1, 2020",2019
2592,s2592,"May 1, 2020",2020
2593,s2593,"May 1, 2020",2007
2594,s2594,"May 1, 2020",2020
2595,s2595,"May 1, 2020",2020
2596,s2596,"May 1, 2020",2020
2597,s2597,"May 1, 2020",2003
2598,s2598,"April 30, 2020",2020
2599,s2599,"April 30, 2020",2020
2600,s2600,"April 30, 2020",2019
2601,s2601,"April 30, 2020",2019
2602,s2602,"April 30, 2020",2020
2603,s2603,"April 30, 2020",2020
2604,s2604,"April 30, 2020",2020
2605,s2605,"April 29, 2020",2020
2606,s2606,"April 29, 2020",2016
2607,s2607,"April 29, 2020",2020
2608,s2608,"April 29, 2020",2019
2609,s2609,"April 29, 2020",2020
2610,s2610,"April 29, 2020",2020
2611,s2611,"April 29, 2020",2019
2612,s2612,"April 29, 2020",2017
2613,s2613,"April 28, 2020",2006
2614,s2614,"April 28, 2020",2016
2615,s2615,"April 28, 2020",2008
2616,s2616,"April 28, 2020",2011
2617,s2617,"April 28, 2020",2016
2618,s2618,"April 28, 2020",2017
2619,s2619,"April 28, 2020",2016
2620,s2620,"April 28, 2020",2010
2621,s2621,"April 28, 2020",2009
2622,s2622,"April 28, 2020",2005
2623,s2623,"April 28, 2020",2019
2624,s2624,"April 28, 2020",2012
2625,s2625,"April 27, 2020",2019
2626,s2626,"April 27, 2020",2020
2627,s2627,"April 27, 2020",2020
2628,s2628,"April 26, 2020",2020
2629,s2629,"April 26, 2020",2020
2630,s2630,"April 25, 2020",2020
2631,s2631,"April 25, 2020",2010
2632,s2632,"April 25, 2020",2017
2633,s2633,"April 25, 2020",2005
2634,s2634,"April 25, 2020",2006
2635,s2635,"April 25, 2020",2011
2636,s2636,"April 25, 2020",2010
2637,s2637,"April 25, 2020",2009
2638,s2638,"April 25, 2020",2008
2639,s2639,"April 25, 2020",2009
2640,s2640,"April 25, 2020",2019
2641,s2641,"April 24, 2020",2020
2642,s2642,"April 24, 2020",2011
2643,s2643,"April 24, 2020",2019
2644,s2644,"April 24, 2020",2020
2645,s2645,"April 24, 2020",2020
2646,s2646,"April 23, 2020",2020
2647,s2647,"April 23, 2020",2016
2648,s2648,"April 23, 2020",2019
2649,s2649,"April 23, 2020",2020
2650,s2650,"April 23, 2020",2019
2651,s2651,"April 23, 2020",2020
2652,s2652,"April 22, 2020",2020
2653,s2653,"April 22, 2020",2020
2654,s2654,"April 22, 2020",2018
2655,s2655,"April 22, 2020",2019
2656,s2656,"April 22, 2020",2019
2657,s2657,"April 22, 2020",2020
2658,s2658,"April 22, 2020",2020
2659,s2659,"April 21, 2020",2006
2660,s2660,"April 21, 2020",2020
2661,s2661,"April 21, 2020",2018
2662,s2662,"April 20, 2020",2020
2663,s2663,"April 20, 2020",2020
2664,s2664,"April 20, 2020",2020
2665,s2665,"April 18, 2020",2019
2666,s2666,"April 18, 2020",2020
2667,s2667,"April 17, 2020",2020
2668,s2668,"April 17, 2020",2018
2669,s2669,"April 17, 2020",2020
2670,s2670,"April 17, 2020",2020
2671,s2671,"April 17, 2020",2020
2672,s2672,"April 17, 2020",2020
2673,s2673,"April 17, 2020",2020
2674,s2674,"April 17, 2020",2019
2675,s2675,"April 16, 2020",2019
2676,s2676,"April 16, 2020",2020
2677,s2677,"April 16, 2020",2020
2678,s2678,"April 16, 2020",2016
2679,s2679,"April 16, 2020",2015
2680,s2680,"April 16, 2020",2020
2681,s2681,"April 16, 2020",2015
2682,s2682,"April 16, 2020",2019
2683,s2683,"April 15, 2020",2018
2684,s2684,"April 15, 2020",2019
2685,s2685,"April 15, 2020",2020
2686,s2686,"April 15, 2020",2020
2687,s2687,"April 14, 2020",2020
2688,s2688,"April 14, 2020",2018
2689,s2689,"April 13, 2020",2018
2690,s2690,"April 13, 2020",2019
2691,s2691,"April 11, 2020",2019
2692,s2692,"April 10, 2020",2020
2693,s2693,"April 10, 2020",2020
2694,s2694,"April 10, 2020",2020
2695,s2695,"April 10, 2020",2019
2696,s2696,"April 10, 2020",2020
2697,s2697,"April 10, 2020",2019
2698,s2698,"April 10, 2020",2020
2699,s2699,"April 9, 2020",2019
2700,s2700,"April 9, 2020",2020
2701,s2701,"April 8, 2020",2019
2702,s2702,"April 8, 2020",2010
2703,s2703,"April 7, 2020",2017
2704,s2704,"April 6, 2020",2019
2705,s2705,"April 6, 2020",2017
2706,s2706,"April 5, 2020",2019
2707,s2707,"April 5, 2020",2017
2708,s2708,"April 4, 2020",2019
2709,s2709,"April 4, 2020",2013
2710,s2710,"April 3, 2020",2020
2711,s2711,"April 3, 2020",2019
2712,s2712,"April 3, 2020",2020
2713,s2713,"April 3, 2020",2017
2714,s2714,"April 2, 2020",2020
2715,s2715,"April 2, 2020",2019
2716,s2716,"April 1, 2020",1990
2717,s2717,"April 1, 2020",2015
2718,s2718,"April 1, 2020",2012
2719,s2719,"April 1, 2020",2015
2720,s2720,"April 1, 2020",2020
2721,s2721,"April 1, 2020",2008
2722,s2722,"April 1, 2020",1984
2723,s2723,"April 1, 2020",1998
2724,s2724,"April 1, 2020",1980
2725,s2725,"April 1, 2020",2013
2726,s2726,"April 1, 2020",1993
2727,s2727,"April 1, 2020",2014
2728,s2728,"April 1, 2020",2020
2729,s2729,"April 1, 2020",2014
