Restaurant ID,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu
18350138,No,No,No,No
313078,No,No,No,No
18265716,No,No,No,No
18382370,No,Yes,No,No
18421451,No,No,No,No
18427204,No,No,No,No
18352171,No,No,No,No
18458633,No,No,No,No
18306504,No,No,No,No
18458319,No,No,No,No
18463955,No,No,No,No
18337883,No,Yes,No,No
18391145,No,No,No,No
18277216,No,No,No,No
312592,No,Yes,No,No
9273,No,Yes,No,No
309134,No,No,No,No
18458638,No,No,No,No
18337882,No,Yes,No,No
18237342,No,No,No,No
18383550,No,No,No,No
302243,No,No,No,No
18294576,No,No,No,No
18233603,No,No,No,No
304182,No,No,No,No
18396424,No,No,No,No
9967,No,No,No,No
18350125,No,No,No,No
302248,No,Yes,No,No
310531,No,No,No,No
312708,No,Yes,No,No
18175288,No,No,No,No
18124368,No,Yes,No,No
18371415,No,Yes,No,No
305687,No,Yes,No,No
309642,No,No,No,No
18273546,No,Yes,No,No
18349911,Yes,No,No,No
300652,Yes,Yes,No,No
302239,Yes,No,No,No
18458317,No,No,No,No
18237348,No,No,No,No
18311959,No,No,No,No
309308,No,Yes,No,No
301559,Yes,No,No,No
301562,Yes,No,No,No
311480,No,No,No,No
303866,No,No,No,No
4188,No,No,No,No
311844,No,Yes,No,No
308681,No,No,No,No
2817,No,Yes,No,No
5927,No,No,No,No
301734,No,No,No,No
309851,No,Yes,No,No
300097,No,Yes,No,No
18466966,No,No,No,No
306524,No,Yes,No,No
1453,No,Yes,No,No
1451,No,No,No,No
300082,No,No,No,No
313479,No,No,No,No
9122,No,No,No,No
3559,No,Yes,No,No
18265678,No,Yes,No,No
2165,No,Yes,No,No
6769,No,No,No,No
18441791,No,No,No,No
1454,No,Yes,No,No
6775,No,Yes,No,No
306043,Yes,No,No,No
2100712,No,No,No,No
2100478,No,No,No,No
18384506,No,No,No,No
2100108,No,No,No,No
2100921,No,No,No,No
2100565,No,No,No,No
2100870,No,No,No,No
2100861,No,No,No,No
18381932,No,No,No,No
18397909,No,No,No,No
2100702,No,No,No,No
2100101,No,No,No,No
2100322,No,No,No,No
2100784,No,No,No,No
2100849,No,No,No,No
18480196,No,No,No,No
2100719,No,No,No,No
2100676,No,No,No,No
2100074,No,No,No,No
18224282,No,No,No,No
2100776,No,No,No,No
90744,Yes,Yes,No,No
18452864,No,No,No,No
97824,Yes,Yes,No,No
18443506,Yes,No,No,No
90847,No,Yes,No,No
18280329,Yes,Yes,No,No
96626,Yes,No,No,No
94286,No,No,No,No
96776,No,No,No,No
18418733,No,No,No,No
18418730,Yes,No,No,No
93766,Yes,Yes,No,No
18356469,Yes,No,No,No
97503,Yes,No,No,No
92577,No,Yes,No,No
18307251,No,No,No,No
18313013,No,Yes,No,No
18312984,Yes,No,No,No
1401756,No,No,No,No
1400544,No,No,No,No
18254231,No,No,No,No
1402314,No,No,No,No
1400466,No,No,No,No
1401934,No,No,No,No
1401548,No,No,No,No
1400460,No,No,No,No
1400056,No,No,No,No
1400169,No,No,No,No
1400186,No,No,No,No
1402335,No,No,No,No
1400555,No,No,No,No
1401948,No,No,No,No
18395137,No,No,No,No
1400121,No,No,No,No
1402028,No,No,No,No
1401857,No,No,No,No
1402089,No,No,No,No
1402050,No,No,No,No
101212,No,Yes,No,No
101834,No,No,No,No
101884,No,Yes,No,No
102813,No,Yes,No,No
101259,No,Yes,No,No
103065,No,No,No,No
100080,No,No,No,No
103147,No,No,No,No
101311,No,Yes,No,No
100305,No,No,No,No
102215,No,No,No,No
102216,No,No,No,No
18209498,No,Yes,No,No
103019,No,Yes,No,No
103090,No,No,No,No
102531,No,Yes,No,No
100306,No,No,No,No
18454586,No,No,No,No
102504,No,Yes,No,No
102867,No,Yes,No,No
2300061,No,No,No,No
2300483,No,No,No,No
2300065,No,No,No,No
18377936,No,No,No,No
2300188,No,No,No,No
18407105,No,No,No,No
2300497,No,No,No,No
2300183,No,No,No,No
2300476,No,No,No,No
2300018,No,No,No,No
18312106,No,No,No,No
2300042,No,No,No,No
2300048,No,No,No,No
2300058,No,No,No,No
2300162,No,No,No,No
2300003,No,No,No,No
2300176,No,No,No,No
2300187,No,No,No,No
2300009,No,No,No,No
18391601,No,No,No,No
900682,No,No,No,No
95361,No,No,No,No
95421,No,Yes,No,No
95256,No,No,No,No
95286,No,No,No,No
900969,No,No,No,No
95333,No,No,No,No
900547,No,Yes,No,No
901089,No,Yes,No,No
901035,No,No,No,No
900561,No,No,No,No
900524,No,Yes,No,No
900800,No,No,No,No
95304,No,Yes,No,No
900533,No,No,No,No
901004,No,No,No,No
900111,No,No,No,No
95331,No,No,No,No
900032,No,No,No,No
900282,No,No,No,No
18217475,No,Yes,No,No
18249144,No,Yes,No,No
18017612,No,No,No,No
18377112,No,No,No,No
20002,Yes,Yes,No,No
18343731,Yes,No,No,No
25664,Yes,No,No,No
25587,Yes,Yes,No,No
24530,No,No,No,No
20747,Yes,Yes,No,No
21220,Yes,No,No,No
25570,No,No,No,No
20350,No,Yes,No,No
20870,No,Yes,No,No
20404,No,Yes,No,No
24286,No,No,No,No
20842,No,No,No,No
18259462,Yes,No,No,No
24452,Yes,No,No,No
18017615,Yes,No,No,No
800468,No,No,No,No
801675,No,No,No,No
801690,No,No,No,No
801684,No,No,No,No
18296995,No,No,No,No
800237,No,No,No,No
800273,No,No,No,No
18375866,No,No,No,No
801170,No,No,No,No
801636,No,No,No,No
18385021,No,No,No,No
801640,No,No,No,No
801269,No,No,No,No
801693,No,No,No,No
800483,No,No,No,No
800891,No,No,No,No
800326,No,No,No,No
801384,No,No,No,No
800089,No,No,No,No
801247,No,No,No,No
800576,No,No,No,No
15239,No,No,No,No
18444271,No,No,No,No
15005,No,No,No,No
15221,No,No,No,No
15292,No,No,No,No
15309,No,No,No,No
18400368,No,No,No,No
15132,No,No,No,No
15705,No,No,No,No
15078,No,No,No,No
15104,No,No,No,No
15774,No,No,No,No
15008,No,No,No,No
15321,No,No,No,No
15368,No,No,No,No
15853,No,No,No,No
15497,No,No,No,No
15091,No,No,No,No
15777,No,No,No,No
15717,No,No,No,No
3100446,No,No,No,No
3100159,No,No,No,No
3100010,No,No,No,No
3100145,No,No,No,No
3100013,No,No,No,No
3100143,No,No,No,No
3100033,No,No,No,No
3100153,No,No,No,No
3100142,No,No,No,No
3100030,No,No,No,No
18237384,No,No,No,No
3100008,No,No,No,No
3100148,No,No,No,No
3100044,No,No,No,No
3100441,No,No,No,No
3100302,No,No,No,No
3100422,No,No,No,No
3100014,No,No,No,No
3100448,No,No,No,No
3100017,No,No,No,No
18424018,No,Yes,No,No
35217,No,No,No,No
18447068,No,No,No,No
18458563,Yes,No,No,No
18075122,Yes,Yes,No,No
18233317,No,No,No,No
18237753,Yes,Yes,No,No
18388642,No,No,No,No
18463285,Yes,No,No,No
16527711,No,Yes,No,No
18313566,No,No,No,No
49003,No,Yes,No,No
18441580,Yes,No,No,No
34757,No,Yes,No,No
18408295,No,No,No,No
18216876,Yes,No,No,No
17806994,No,No,No,No
18435740,Yes,No,No,No
18318116,No,No,No,No
18270976,Yes,Yes,No,No
49486,Yes,Yes,No,No
3600252,No,No,No,No
3600265,No,No,No,No
3600375,No,No,No,No
3600015,No,No,No,No
3600012,No,No,No,No
3600013,No,No,No,No
3600071,No,No,No,No
3600192,No,No,No,No
3600119,No,No,No,No
3600352,No,No,No,No
3600009,No,No,No,No
3600361,No,No,No,No
3600148,No,No,No,No
3600436,No,No,No,No
3600008,No,No,No,No
3600354,No,No,No,No
3600285,No,No,No,No
3600072,No,No,No,No
3600022,No,No,No,No
3600014,No,No,No,No
3301308,No,No,No,No
3300780,No,No,No,No
3301236,No,No,No,No
3300369,No,Yes,No,No
3301013,No,Yes,No,No
3300741,No,Yes,No,No
3300138,No,Yes,No,No
3300949,No,Yes,No,No
3300065,No,No,No,No
3300416,No,No,No,No
3301169,No,Yes,No,No
3300061,No,Yes,No,No
3300107,No,Yes,No,No
3300058,No,No,No,No
3300057,No,No,No,No
3300041,No,Yes,No,No
3300958,No,No,No,No
3300707,No,Yes,No,No
3300070,No,No,No,No
3301035,No,No,No,No
1600227,No,No,No,No
1600280,No,No,No,No
1600169,No,No,No,No
1600109,No,No,No,No
1600108,No,No,No,No
1600258,No,No,No,No
1600252,No,No,No,No
1600007,No,No,No,No
1600053,No,No,No,No
1600326,No,No,No,No
1600307,No,No,No,No
1600219,No,No,No,No
1600067,No,No,No,No
1600039,No,No,No,No
1600029,No,No,No,No
1600292,No,No,No,No
1600298,No,No,No,No
1600095,No,No,No,No
1600205,No,No,No,No
1600212,No,No,No,No
18287358,No,No,No,No
18216944,No,Yes,No,No
313333,Yes,Yes,No,No
18384127,No,No,No,No
582,No,Yes,No,No
18414465,No,No,No,No
304243,No,Yes,No,No
3554,No,Yes,No,No
18369872,No,Yes,No,No
948,Yes,Yes,No,No
2853,No,No,No,No
18433900,Yes,No,No,No
18425159,Yes,No,No,No
310958,Yes,Yes,No,No
18334443,No,No,No,No
18255141,Yes,Yes,No,No
197,No,No,No,No
308235,Yes,Yes,No,No
18258757,No,No,No,No
307383,Yes,No,No,No
18386746,No,No,No,No
18337885,No,No,No,No
310491,Yes,Yes,No,No
18337789,No,No,No,No
18222573,Yes,Yes,No,No
3370,No,No,No,No
307439,Yes,Yes,No,No
1078,No,Yes,No,No
9340,No,No,No,No
306761,No,Yes,No,No
7580,No,No,No,No
7584,No,No,No,No
7582,No,No,No,No
18351495,No,No,No,No
7594,No,No,No,No
7583,No,No,No,No
7610,No,No,No,No
18412603,No,Yes,No,No
7639,No,Yes,No,No
18441545,No,Yes,No,No
9971,No,No,No,No
18451572,No,No,No,No
7593,No,No,No,No
301440,No,No,No,No
7585,No,No,No,No
306531,No,Yes,Yes,No
18354658,No,No,No,No
18337782,No,Yes,No,No
18258759,No,No,No,No
18057805,No,Yes,No,No
3428,No,No,No,No
18425771,No,No,No,No
18304836,No,Yes,No,No
18311951,No,No,No,No
18401128,No,No,No,No
18354667,No,No,No,No
18431379,No,No,No,No
18311953,No,Yes,No,No
18361522,No,No,No,No
18425780,No,No,No,No
18489513,No,No,No,No
306795,No,Yes,No,No
7249,No,Yes,No,No
7246,No,Yes,No,No
310723,No,Yes,No,No
7253,No,No,No,No
18180041,Yes,Yes,No,No
18434414,Yes,No,No,No
4905,Yes,No,No,No
18421232,No,No,No,No
7228,No,No,No,No
7068,No,Yes,No,No
302152,No,No,No,No
312300,Yes,Yes,No,No
5565,No,No,No,No
307113,Yes,Yes,No,No
6258,No,No,No,No
6094,No,No,No,No
304592,No,No,No,No
18421481,No,No,No,No
310874,No,No,No,No
18313972,No,No,No,No
18128860,No,No,No,No
310877,No,No,No,No
304687,No,No,No,No
312444,No,Yes,No,No
18337975,No,No,No,No
18124373,No,No,No,No
305913,No,No,No,No
310447,No,No,No,No
310858,No,No,No,No
18332083,No,No,No,No
18361241,No,No,No,No
305630,No,Yes,No,No
18034049,No,Yes,No,No
6092,No,Yes,No,No
18124361,No,Yes,No,No
6088,No,No,No,No
18394366,No,No,No,No
18354639,No,No,No,No
311657,No,No,No,No
18350112,No,Yes,No,No
18377924,No,Yes,No,No
18428216,No,No,No,No
18421050,No,No,No,No
18377887,No,No,No,No
18421693,No,No,No,No
18418263,No,No,No,No
18421457,No,No,No,No
18421463,No,No,No,No
18268361,No,No,No,No
18445804,No,No,No,No
18347812,No,No,No,No
18377920,No,No,No,No
311544,No,No,No,No
18377915,No,No,No,No
18421058,No,No,No,No
18335692,No,No,No,No
18429396,Yes,No,No,No
179,No,Yes,No,No
307843,No,Yes,No,No
18421042,Yes,No,No,No
3295,Yes,No,No,No
18414499,Yes,No,No,No
18441775,No,No,No,No
18427565,No,Yes,No,No
18395381,No,No,No,No
310281,No,No,No,No
18207831,No,No,No,No
5452,No,No,No,No
18374418,No,No,No,No
18258778,No,Yes,No,No
6560,No,No,No,No
3322,No,No,No,No
18249102,No,No,No,No
18241609,No,No,No,No
8743,No,No,No,No
5294,No,No,No,No
4651,No,Yes,No,No
5315,Yes,No,No,No
6577,No,No,No,No
309395,No,No,No,No
300784,No,No,No,No
18430692,No,No,No,No
309503,No,No,No,No
3326,No,No,No,No
309384,No,No,No,No
3079,No,Yes,No,No
303093,No,Yes,No,No
309375,No,No,No,No
18441672,No,No,No,No
18446423,No,No,No,No
18462588,No,No,No,No
18460330,No,No,No,No
18361739,No,No,No,No
312338,No,No,No,No
18057828,No,No,No,No
18361700,No,No,No,No
18383541,No,No,No,No
18248970,No,No,No,No
18395538,No,No,No,No
18446396,No,No,No,No
313193,No,Yes,No,No
18457050,No,No,No,No
18375413,No,No,No,No
18458325,No,No,No,No
5296,No,No,No,No
310802,No,Yes,No,No
310777,No,Yes,No,No
309,No,Yes,No,No
18390678,Yes,No,No,No
3329,No,Yes,No,No
18216896,No,Yes,No,No
307767,Yes,Yes,No,No
3332,No,No,No,No
980,Yes,No,No,No
18232098,Yes,No,No,No
6574,No,No,No,No
2379,No,No,No,No
309390,Yes,Yes,No,No
300809,No,Yes,No,No
1192,No,No,No,No
310803,No,No,No,No
18250797,No,No,No,No
198,No,No,No,No
18449782,No,No,No,No
18057820,No,No,No,No
310215,No,No,No,No
306841,No,No,No,No
18412952,No,Yes,No,No
18432191,No,No,No,No
18375420,No,Yes,No,No
6286,No,No,No,No
1914,No,Yes,No,No
18163907,No,No,No,No
18344490,No,Yes,No,No
18412878,No,Yes,No,No
18294263,No,No,No,No
588,No,Yes,No,No
7150,No,Yes,No,No
18264634,No,No,No,No
301534,Yes,No,No,No
8340,No,No,No,No
18400739,No,No,No,No
304954,No,No,No,No
18400737,No,No,No,No
18382583,No,No,No,No
18249122,No,Yes,No,No
7354,No,No,No,No
9267,No,No,No,No
7352,No,No,No,No
304211,Yes,No,No,No
262,No,Yes,No,No
4621,No,No,No,No
2134,No,Yes,No,No
303472,No,Yes,No,No
758,No,Yes,No,No
7217,Yes,Yes,No,No
307054,No,Yes,No,No
771,Yes,Yes,No,No
171,No,Yes,No,No
304675,Yes,Yes,No,No
3269,Yes,No,No,No
3935,Yes,Yes,No,No
4166,Yes,Yes,No,No
3936,Yes,Yes,No,No
5227,Yes,No,No,No
1862,No,Yes,No,No
819,Yes,No,No,No
2236,No,No,No,No
4150,No,Yes,No,No
6394,No,No,No,No
1867,No,No,No,No
2608,No,No,No,No
8388,No,No,No,No
3465,No,Yes,No,No
301581,No,No,No,No
823,No,Yes,No,No
18421499,No,No,No,No
846,No,No,No,No
816,No,No,No,No
4055,No,No,No,No
18312487,No,No,No,No
1630,Yes,No,No,No
308261,No,No,No,No
2587,Yes,No,No,No
849,No,No,No,No
848,No,No,No,No
852,Yes,No,No,No
312194,No,No,No,No
7643,No,No,No,No
3238,Yes,No,No,No
18396184,No,No,No,No
847,No,No,No,No
7575,No,No,No,No
850,No,No,No,No
311856,No,No,No,No
851,No,No,No,No
18228885,No,No,No,No
824,Yes,Yes,No,No
301102,No,No,No,No
18238246,No,No,No,No
6003,No,No,No,No
18469659,No,No,No,No
18288994,No,No,No,No
845,No,No,No,No
18466422,No,No,No,No
815,Yes,No,No,No
305296,No,No,No,No
6079,No,No,No,No
6117,No,No,No,No
18082202,No,No,No,No
308574,No,No,No,No
6123,No,No,No,No
312157,No,No,No,No
302490,No,No,No,No
304697,No,No,No,No
307713,No,No,No,No
18384137,No,No,No,No
5459,No,No,No,No
311703,No,No,No,No
308006,No,No,No,No
4053,No,No,No,No
5468,No,No,No,No
5453,No,No,No,No
681,No,No,No,No
308008,No,No,No,No
18272386,No,No,No,No
306380,No,No,No,No
312936,No,No,No,No
6698,No,No,No,No
9961,No,No,No,No
312925,No,No,No,No
18342132,No,No,No,No
18323461,No,No,No,No
5466,No,No,No,No
18232088,No,No,No,No
304743,No,No,No,No
18128897,No,No,No,No
18211151,No,No,No,No
5460,No,No,No,No
311492,No,No,No,No
303643,No,No,No,No
9156,No,No,No,No
9160,No,No,No,No
18235302,No,No,No,No
9157,No,No,No,No
9159,No,No,No,No
6706,No,No,No,No
18082089,No,No,No,No
312693,No,No,No,No
308209,No,No,No,No
306017,No,No,No,No
304737,No,No,No,No
308318,No,No,No,No
552,No,No,No,No
6704,No,No,No,No
309722,No,No,No,No
18286206,No,No,No,No
308894,No,No,No,No
7545,No,No,No,No
9165,No,No,No,No
5458,No,No,No,No
5467,No,No,No,No
9161,No,No,No,No
302869,No,No,No,No
1889,No,No,No,No
18466395,No,No,No,No
18469682,No,No,No,No
18466396,No,No,No,No
18466402,No,No,No,No
302859,No,No,No,No
308533,No,No,No,No
18462596,No,No,No,No
18333489,No,No,No,No
18408052,No,No,No,No
302871,No,No,No,No
18425711,No,No,No,No
310678,No,No,No,No
300178,No,No,No,No
1155,No,No,No,No
9166,No,Yes,No,No
18264992,No,No,No,No
18282012,No,No,No,No
303642,No,No,No,No
18281967,No,No,No,No
18082228,No,No,No,No
301287,No,No,No,No
308192,No,No,No,No
306015,No,No,No,No
311002,No,No,No,No
313511,No,No,No,No
311022,No,No,No,No
303644,No,No,No,No
307218,No,No,No,No
304018,No,Yes,No,No
18239781,No,No,No,No
18364354,Yes,No,No,No
18175256,No,No,No,No
7623,No,No,No,No
17953899,Yes,Yes,Yes,No
309756,No,No,No,No
2595,No,Yes,No,No
7620,No,No,No,No
309161,No,No,No,No
18249081,No,Yes,No,No
3632,No,Yes,No,No
7602,No,No,No,No
1712,No,No,No,No
300984,No,No,No,No
18429374,No,No,No,No
18354627,No,Yes,No,No
301522,No,No,No,No
4973,No,Yes,No,No
3504,No,No,No,No
18459885,No,No,No,No
301405,No,Yes,No,No
18457499,No,No,No,No
18445801,No,Yes,No,No
18355107,No,No,No,No
18175328,Yes,No,No,No
7613,No,No,No,No
7599,No,No,No,No
302936,No,No,No,No
4608,No,Yes,No,No
7636,No,No,No,No
18373691,No,Yes,No,No
7634,No,Yes,No,No
306028,No,Yes,No,No
311637,No,No,No,No
18396171,No,No,No,No
18282004,No,No,No,No
17989134,No,No,No,No
18371396,No,No,No,No
18396942,No,No,No,No
18311930,Yes,No,No,No
18481320,No,No,No,No
7635,No,No,No,No
7601,No,No,No,No
18471314,No,No,No,No
309080,No,Yes,No,No
1358,No,Yes,No,No
5890,Yes,No,No,No
306513,Yes,Yes,No,No
3089,Yes,No,No,No
7061,Yes,No,No,No
18466981,No,Yes,No,No
311093,No,No,No,No
1055,Yes,Yes,No,No
18144470,No,No,No,No
4089,No,No,No,No
311030,Yes,No,No,No
9927,No,No,No,No
18261146,No,No,No,No
18424867,No,No,No,No
18361206,No,No,No,No
18424863,No,No,No,No
18361208,No,No,No,No
18398580,No,No,No,No
18424871,No,No,No,No
18245298,Yes,No,No,No
2578,No,No,No,No
709,No,Yes,No,No
1530,No,No,No,No
1401,No,No,No,No
602,No,No,No,No
18175255,No,No,No,No
2245,No,No,No,No
2585,No,Yes,No,No
908,Yes,Yes,No,No
924,No,No,No,No
7715,No,No,No,No
9476,No,No,No,No
7686,No,No,No,No
305621,No,No,No,No
1324,No,No,No,No
927,Yes,Yes,No,No
929,Yes,Yes,No,No
18256780,No,No,No,No
53,Yes,Yes,No,No
307271,Yes,No,No,No
596,No,Yes,No,No
1127,Yes,No,No,No
4237,No,No,No,No
6357,No,Yes,No,No
18124357,No,Yes,No,No
2913,No,Yes,No,No
3506,No,No,No,No
6957,No,No,No,No
304154,No,No,No,No
320,No,Yes,No,No
310097,Yes,No,No,No
18418277,No,No,No,No
310143,No,Yes,No,No
18357940,Yes,Yes,No,No
300595,No,No,No,No
55,Yes,Yes,No,No
3168,No,No,No,No
310448,No,Yes,No,No
18237356,No,Yes,No,No
303034,No,No,No,No
18070476,No,Yes,No,No
18208892,Yes,No,No,No
18157403,Yes,No,No,No
18306523,No,No,No,No
309664,No,Yes,No,No
302878,No,No,No,No
18237315,No,Yes,No,No
305453,Yes,Yes,No,No
308804,Yes,No,No,No
311373,Yes,Yes,No,No
143,No,No,No,No
308772,No,Yes,No,No
7855,No,No,No,No
66,Yes,Yes,No,No
18235515,Yes,No,No,No
18247029,No,Yes,No,No
2298,No,No,No,No
310490,Yes,Yes,No,No
1896,No,Yes,No,No
18157384,Yes,No,No,No
2903,No,No,No,No
301653,No,Yes,No,No
2195,No,Yes,No,No
7367,No,Yes,No,No
309586,No,No,No,No
18398577,No,Yes,No,No
18435302,Yes,Yes,No,No
9747,Yes,No,No,No
312603,No,No,No,No
177,No,No,No,No
9959,No,No,No,No
17953940,No,No,No,No
18441674,Yes,No,No,No
307485,No,Yes,No,No
311057,No,No,No,No
309955,No,Yes,No,No
870,No,No,No,No
18265711,Yes,No,No,No
312601,No,No,No,No
3393,No,No,No,No
2504,No,Yes,No,No
249,No,Yes,No,No
18423119,Yes,No,No,No
18255131,No,No,No,No
306497,Yes,Yes,No,No
308244,Yes,No,No,No
1286,No,Yes,No,No
4815,Yes,Yes,No,No
310463,No,Yes,No,No
5738,No,No,No,No
302310,No,No,No,No
5608,Yes,No,No,No
307535,No,No,No,No
302156,No,Yes,No,No
18238278,Yes,No,No,No
905,No,Yes,No,No
18281985,Yes,No,No,No
307060,Yes,No,No,No
18425735,Yes,No,No,No
313256,Yes,No,No,No
18337893,Yes,No,No,No
307190,No,Yes,No,No
309790,Yes,No,No,No
1800,Yes,Yes,No,No
301605,No,No,No,No
3394,No,No,No,No
930,Yes,Yes,No,No
309073,Yes,Yes,No,No
18414481,No,Yes,No,No
18469940,No,Yes,No,No
18380361,No,No,No,No
18241537,Yes,No,No,No
309478,Yes,No,No,No
7713,Yes,Yes,No,No
301489,No,No,No,No
18219558,No,Yes,No,No
18216915,No,Yes,No,No
306913,Yes,Yes,No,No
307036,Yes,No,No,No
67,Yes,No,No,No
18233593,No,No,No,No
310123,Yes,Yes,No,No
18198427,Yes,Yes,No,No
18279449,Yes,Yes,No,No
18237357,Yes,No,No,No
18254558,Yes,No,No,No
18246991,Yes,No,No,No
309859,Yes,Yes,No,No
18294220,Yes,Yes,No,No
900,No,Yes,No,No
18294269,Yes,No,No,No
301011,No,No,No,No
18423151,Yes,No,No,No
18454488,Yes,No,No,No
308579,Yes,No,No,No
910,Yes,No,No,No
18216901,No,No,No,No
301114,No,No,No,No
4249,No,No,No,No
18222559,Yes,No,No,No
303204,No,Yes,No,No
8881,Yes,No,No,No
310435,No,Yes,No,No
309051,No,Yes,No,No
1258,No,Yes,No,No
2308,Yes,Yes,No,No
195,No,Yes,No,No
307940,Yes,Yes,No,No
2299,No,No,No,No
5997,Yes,No,No,No
6030,Yes,No,No,No
307362,Yes,No,No,No
307361,Yes,No,No,No
3105,Yes,No,No,No
9960,No,Yes,No,No
18014114,Yes,Yes,No,No
3894,No,No,No,No
306479,No,No,No,No
3183,No,No,No,No
5451,No,No,No,No
5464,No,No,No,No
3182,No,No,No,No
18057826,No,No,No,No
18275791,No,No,No,No
18261700,No,No,No,No
18228864,No,No,No,No
310792,No,Yes,No,No
18222587,No,No,No,No
309530,No,Yes,No,No
5462,No,No,No,No
3181,No,No,No,No
9912,No,No,No,No
3180,Yes,No,No,No
4092,No,Yes,No,No
18261683,No,No,No,No
4715,No,No,No,No
481,Yes,No,No,No
302232,No,No,No,No
1044,No,No,No,No
3185,No,No,No,No
18292467,No,No,No,No
18390082,No,No,No,No
18466971,No,No,No,No
18449652,No,No,No,No
18288623,No,No,No,No
18345506,No,No,No,No
18397709,No,No,No,No
18294896,No,No,No,No
6678,No,No,No,No
18351471,No,No,No,No
18206818,No,No,No,No
5463,No,No,No,No
18345380,No,No,No,No
5450,No,No,No,No
18292465,No,No,No,No
18292472,No,No,No,No
18449638,No,No,No,No
18449640,No,No,No,No
18492527,No,No,No,No
303637,No,No,No,No
304181,No,No,No,No
308183,No,No,No,No
313059,No,No,No,No
763,Yes,No,No,No
7557,No,No,No,No
525,No,Yes,No,No
7561,No,No,No,No
18387105,No,No,No,No
18451576,No,No,No,No
580,No,Yes,No,No
308703,No,Yes,No,No
60,Yes,No,No,No
305123,No,No,No,No
18265689,No,Yes,No,No
199,No,No,No,No
756,No,No,No,No
309801,No,No,No,No
18433907,No,Yes,No,No
311511,No,Yes,No,No
308279,No,Yes,No,No
7621,No,No,No,No
306779,No,No,No,No
312980,No,No,No,No
18222580,No,No,No,No
2878,No,No,No,No
8902,No,No,No,No
18374707,No,Yes,No,No
678,Yes,No,No,No
3568,No,No,No,No
18354969,No,No,No,No
313242,No,Yes,No,No
309838,No,No,No,No
437,No,Yes,No,No
18303851,No,Yes,No,No
307500,No,No,No,No
736,No,No,No,No
18294230,No,Yes,No,No
7851,No,Yes,No,No
2437,Yes,Yes,No,No
573,No,No,No,No
9706,Yes,Yes,No,No
1507,No,Yes,No,No
302655,No,Yes,No,No
705,No,No,No,No
1395,No,Yes,No,No
18418273,No,Yes,No,No
2067,No,Yes,No,No
3492,No,No,No,No
576,Yes,Yes,No,No
311211,Yes,Yes,No,No
311661,No,Yes,No,No
566,No,Yes,No,No
556,No,Yes,No,No
18322644,No,Yes,No,No
17953931,Yes,Yes,No,No
18396187,No,Yes,No,No
730,Yes,Yes,No,No
18247032,Yes,Yes,No,No
570,Yes,Yes,No,No
760,Yes,Yes,No,No
134,Yes,Yes,No,No
3039,No,Yes,No,No
310816,Yes,Yes,No,No
304735,No,No,No,No
306,No,Yes,No,No
312586,No,Yes,No,No
451,Yes,No,No,No
18254518,Yes,No,No,No
18419886,No,No,No,No
8987,No,No,No,No
18472678,No,No,No,No
9879,No,No,No,No
18472675,No,No,No,No
18355127,No,No,No,No
18357956,No,No,No,No
9569,No,No,No,No
305269,Yes,Yes,No,No
18415346,Yes,No,No,No
4268,No,Yes,No,No
18350143,Yes,Yes,No,No
18161723,Yes,Yes,No,No
18232097,Yes,Yes,No,No
309882,Yes,Yes,No,No
303215,No,Yes,No,No
18400744,Yes,Yes,No,No
312567,Yes,Yes,No,No
305,No,Yes,No,No
18363787,No,Yes,No,No
305646,No,Yes,No,No
18419649,No,No,No,No
18313109,No,No,No,No
18478723,No,No,No,No
18348614,No,No,No,No
6953,No,No,No,No
7691,No,No,No,No
3252,No,Yes,No,No
18400732,No,No,No,No
18337757,No,No,No,No
9014,No,No,No,No
9453,No,No,No,No
18273614,No,No,No,No
6625,No,No,No,No
300869,No,No,No,No
18256980,No,No,No,No
2279,No,Yes,No,No
307894,No,Yes,No,No
6949,No,No,No,No
311962,Yes,No,No,No
9433,No,No,No,No
4065,No,No,No,No
5767,No,No,No,No
7681,Yes,No,No,No
18395106,No,Yes,No,No
5436,No,Yes,No,No
18370586,No,Yes,No,No
306847,No,Yes,No,No
4857,No,Yes,No,No
4088,No,No,No,No
9969,Yes,No,No,No
307106,No,No,No,No
5909,No,No,No,No
2287,No,No,No,No
2288,No,No,No,No
312391,No,No,No,No
302370,No,Yes,No,No
9779,No,Yes,No,No
307387,No,No,No,No
18350499,No,Yes,No,No
2290,No,Yes,No,No
18161577,Yes,Yes,No,No
6647,No,Yes,No,No
313267,No,Yes,No,No
5455,No,No,No,No
3401,No,Yes,No,No
18456762,Yes,No,No,No
4825,No,Yes,No,No
311674,No,Yes,No,No
6646,No,No,No,No
304307,Yes,Yes,No,No
18421487,No,No,No,No
18277324,No,No,No,No
18455950,No,No,No,No
18463988,No,No,No,No
18463995,No,No,No,No
18426904,No,No,No,No
18124356,No,No,No,No
18420653,No,No,No,No
18432553,No,Yes,No,No
18388132,No,No,No,No
6608,No,No,No,No
300883,No,Yes,No,No
3036,No,Yes,No,No
18342940,No,No,No,No
6144,Yes,Yes,No,No
18365861,No,Yes,No,No
304262,No,No,No,No
312345,No,Yes,No,No
306407,Yes,No,No,No
7777,No,No,No,No
3167,No,No,No,No
302555,No,No,No,No
309841,No,Yes,No,No
3158,No,No,No,No
7814,No,No,No,No
7770,No,No,No,No
