Restaurant ID,Aggregate rating,Rating color,Rating text,Votes
18303696,3.5,Yellow,Good,39
303174,3.5,Yellow,Good,37
6877,2.3,Red,Poor,70
306975,2.3,Red,Poor,26
18014135,2.4,Red,Poor,42
18306533,4.1,Green,Very Good,56
18441539,0,White,Not rated,0
18340217,0,White,Not rated,0
18246068,2.8,Orange,Average,7
304564,2.8,Orange,Average,9
312265,3.1,Orange,Average,33
18378807,0,White,Not rated,0
18205653,0,White,Not rated,1
18458345,0,White,Not rated,0
311428,0,White,Not rated,0
18435818,0,White,Not rated,0
313316,3.4,Orange,Average,178
7528,4.5,Dark Green,Excellent,1262
1216,3.3,Orange,Average,199
305662,3.4,Orange,Average,483
305792,3.4,Orange,Average,346
305776,3.2,Orange,Average,241
18355106,3.8,Yellow,Good,158
308274,3.7,Yellow,Good,92
3538,3.6,Yellow,Good,115
18420450,3.9,Yellow,Good,94
306401,3.5,Yellow,Good,118
18257542,3.8,Yellow,Good,48
9290,3.6,Yellow,Good,321
301499,4,Green,Very Good,429
18025103,4.1,Green,Very Good,344
18424627,4.1,Green,Very Good,103
18403465,4.2,Green,Very Good,67
18372668,4.2,Green,Very Good,112
18224536,4,Green,Very Good,157
18128902,3,Orange,Average,8
18138454,3.3,Orange,Average,21
4602,2.7,Orange,Average,39
18341082,3.2,Orange,Average,27
18382055,3.2,Orange,Average,10
18391189,3.4,Orange,Average,16
311837,3.4,Orange,Average,20
254,2.8,Orange,Average,80
308113,2.8,Orange,Average,42
18365890,3.7,Yellow,Good,49
18354631,3.7,Yellow,Good,65
18336214,3.7,Yellow,Good,52
18265365,3.7,Yellow,Good,58
18363405,3.7,Yellow,Good,25
18322661,3.7,Yellow,Good,50
18261725,3.7,Yellow,Good,125
18157408,3.5,Yellow,Good,26
18429378,3.7,Yellow,Good,23
18439519,3.8,Yellow,Good,23
18433295,0,White,Not rated,1
18391171,0,White,Not rated,0
18400489,0,White,Not rated,1
18411599,0,White,Not rated,3
18265082,0,White,Not rated,2
313275,2.4,Red,Poor,38
18343001,4.3,Green,Very Good,62
18377905,4,Green,Very Good,32
18406140,4,Green,Very Good,101
18472606,4,Green,Very Good,34
18451577,4,Green,Very Good,53
312540,3.1,Orange,Average,10
18386419,3.1,Orange,Average,5
18412886,3.2,Orange,Average,12
18421029,3,Orange,Average,4
18332044,2.7,Orange,Average,7
18306553,3.1,Orange,Average,35
309451,3.4,Orange,Average,117
18203171,3.4,Orange,Average,67
312570,3.3,Orange,Average,26
18273621,3,Orange,Average,33
305919,3.3,Orange,Average,59
304520,2.6,Orange,Average,11
18292458,3.4,Orange,Average,21
4215,3.2,Orange,Average,15
18360143,3.6,Yellow,Good,41
18423890,3.9,Yellow,Good,67
312555,2.2,Red,Poor,41
18420454,4,Green,Very Good,27
3961,3.3,Orange,Average,57
3288,3,Orange,Average,17
7231,3.2,Orange,Average,52
18291211,3,Orange,Average,4
5768,2.7,Orange,Average,19
304276,3,Orange,Average,6
304279,3,Orange,Average,10
5717,3.2,Orange,Average,17
7496,3.6,Yellow,Good,94
309377,3.3,Orange,Average,96
5042,3.9,Yellow,Good,272
5044,3.8,Yellow,Good,390
5046,3.9,Yellow,Good,394
310700,3.4,Orange,Average,22
310699,3.7,Yellow,Good,45
2711,3.3,Orange,Average,36
2710,3.5,Yellow,Good,27
18285736,3.7,Yellow,Good,16
18291200,3.5,Yellow,Good,13
18291198,3.8,Yellow,Good,127
18446404,3.1,Orange,Average,6
6690,2.7,Orange,Average,27
306032,2.8,Orange,Average,23
18216898,3.1,Orange,Average,6
310487,3.3,Orange,Average,12
18352277,2.7,Orange,Average,7
4185,2.9,Orange,Average,13
18374686,3.1,Orange,Average,11
310870,3.1,Orange,Average,17
18435802,3.3,Orange,Average,7
311788,3,Orange,Average,10
312301,3.3,Orange,Average,10
18175242,2.9,Orange,Average,4
18350142,0,White,Not rated,0
18463967,0,White,Not rated,0
18463954,0,White,Not rated,0
18463969,0,White,Not rated,0
18350144,0,White,Not rated,2
18466414,0,White,Not rated,0
18332976,0,White,Not rated,2
18412860,0,White,Not rated,3
18391133,0,White,Not rated,0
18311952,0,White,Not rated,2
18350138,0,White,Not rated,0
313078,0,White,Not rated,3
18265716,0,White,Not rated,3
18382370,0,White,Not rated,2
18421451,0,White,Not rated,0
18427204,0,White,Not rated,0
18352171,0,White,Not rated,0
18458633,0,White,Not rated,0
18306504,0,White,Not rated,1
18458319,0,White,Not rated,0
18463955,0,White,Not rated,1
18337883,0,White,Not rated,1
18391145,0,White,Not rated,0
18277216,0,White,Not rated,0
312592,3.1,Orange,Average,82
9273,3.5,Yellow,Good,302
309134,3.7,Yellow,Good,276
18458638,0,White,Not rated,0
18337882,0,White,Not rated,3
18237342,2.9,Orange,Average,7
18383550,2.8,Orange,Average,8
302243,3.1,Orange,Average,10
18294576,3.2,Orange,Average,31
18233603,2.9,Orange,Average,5
304182,3.4,Orange,Average,87
18396424,3,Orange,Average,4
9967,3.3,Orange,Average,35
18350125,3.2,Orange,Average,25
302248,3.2,Orange,Average,44
310531,3.3,Orange,Average,27
312708,2.7,Orange,Average,14
18175288,2.5,Orange,Average,11
18124368,3.2,Orange,Average,11
18371415,3.9,Yellow,Good,43
305687,3.8,Yellow,Good,127
309642,3.6,Yellow,Good,60
18273546,3.7,Yellow,Good,51
18349911,3.6,Yellow,Good,45
300652,3.5,Yellow,Good,200
302239,3.6,Yellow,Good,76
18458317,0,White,Not rated,0
18237348,0,White,Not rated,1
18311959,0,White,Not rated,2
309308,2.4,Red,Poor,49
301559,3.8,Yellow,Good,305
301562,4,Green,Very Good,219
311480,2.9,Orange,Average,15
303866,2.8,Orange,Average,5
4188,2.9,Orange,Average,6
311844,2.7,Orange,Average,10
308681,2.8,Orange,Average,14
2817,2.9,Orange,Average,13
5927,0,White,Not rated,0
301734,2.9,Orange,Average,6
309851,3.3,Orange,Average,153
300097,3.4,Orange,Average,151
18466966,3.2,Orange,Average,12
306524,3,Orange,Average,89
1453,3.1,Orange,Average,122
1451,2.7,Orange,Average,83
300082,2.9,Orange,Average,7
313479,3.1,Orange,Average,21
9122,3.5,Yellow,Good,66
3559,3.6,Yellow,Good,69
18265678,3.6,Yellow,Good,60
2165,3.6,Yellow,Good,369
6769,3.7,Yellow,Good,63
18441791,0,White,Not rated,2
1454,2.4,Red,Poor,83
6775,2.2,Red,Poor,142
306043,3.2,Orange,Average,36
2100712,4.6,Dark Green,Excellent,394
2100478,3.9,Yellow,Good,360
18384506,4.7,Dark Green,Excellent,126
2100108,4.1,Green,Very Good,290
2100921,4.2,Green,Very Good,110
2100565,4.1,Green,Very Good,304
2100870,4.4,Green,Very Good,129
2100861,4.4,Green,Very Good,222
18381932,4.1,Green,Very Good,124
18397909,4,Green,Very Good,28
2100702,4.9,Dark Green,Excellent,774
2100101,3.6,Yellow,Good,327
2100322,3.6,Yellow,Good,142
2100784,4.1,Green,Very Good,377
2100849,4.2,Green,Very Good,99
18480196,4.1,Green,Very Good,25
2100719,4.1,Green,Very Good,179
2100676,4.3,Green,Very Good,369
2100074,4,Green,Very Good,256
18224282,4.3,Green,Very Good,233
2100776,4.3,Green,Very Good,96
90744,4.3,Green,Very Good,3374
18452864,4.9,Dark Green,Excellent,200
97824,4.7,Dark Green,Excellent,1932
18443506,3.8,Yellow,Good,144
90847,4.6,Dark Green,Excellent,2553
18280329,4,Green,Very Good,682
96626,4.3,Green,Very Good,860
94286,4.9,Dark Green,Excellent,5434
96776,4.8,Dark Green,Excellent,1023
18418733,4.2,Green,Very Good,79
18418730,4.2,Green,Very Good,221
93766,4.4,Green,Very Good,2218
18356469,4.1,Green,Very Good,594
97503,4.1,Green,Very Good,1431
92577,4.2,Green,Very Good,1859
18307251,4.7,Dark Green,Excellent,344
18313013,3.9,Yellow,Good,616
18312984,4.1,Green,Very Good,571
1401756,3.7,Yellow,Good,238
1400544,4.1,Green,Very Good,100
18254231,4.1,Green,Very Good,152
1402314,4.1,Green,Very Good,37
1400466,3.9,Yellow,Good,430
1401934,4.2,Green,Very Good,304
1401548,4,Green,Very Good,404
1400460,3.8,Yellow,Good,214
1400056,4,Green,Very Good,496
1400169,3.8,Yellow,Good,209
1400186,4.3,Green,Very Good,334
1402335,3.1,Orange,Average,26
1400555,3.9,Yellow,Good,502
1401948,3.8,Yellow,Good,69
18395137,3.9,Yellow,Good,69
1400121,4,Green,Very Good,413
1402028,4.3,Green,Very Good,87
1401857,4.1,Green,Very Good,181
1402089,4.3,Green,Very Good,171
1402050,4,Green,Very Good,341
101212,4.7,Dark Green,Excellent,1469
101834,3.9,Yellow,Good,676
101884,4,Green,Very Good,582
102813,4.4,Green,Very Good,389
101259,4.4,Green,Very Good,843
103065,4,Green,Very Good,212
100080,4.3,Green,Very Good,1478
103147,3.9,Yellow,Good,67
101311,4.2,Green,Very Good,633
100305,4,Green,Very Good,916
102215,4.5,Dark Green,Excellent,420
102216,4.3,Green,Very Good,308
18209498,4.9,Dark Green,Excellent,322
103019,4.2,Green,Very Good,198
103090,4.1,Green,Very Good,148
102531,4.3,Green,Very Good,798
100306,4.3,Green,Very Good,1121
18454586,2.6,Orange,Average,46
102504,3.9,Yellow,Good,310
102867,3.7,Yellow,Good,112
2300061,3.3,Orange,Average,148
2300483,3.3,Orange,Average,51
2300065,3.9,Yellow,Good,97
18377936,4,Green,Very Good,24
2300188,4,Green,Very Good,54
18407105,3.5,Yellow,Good,43
2300497,3.6,Yellow,Good,34
2300183,3.9,Yellow,Good,97
2300476,4.1,Green,Very Good,87
2300018,4.1,Green,Very Good,158
18312106,3.9,Yellow,Good,127
2300042,3.9,Yellow,Good,86
2300048,3.8,Yellow,Good,97
2300058,4.3,Green,Very Good,155
2300162,3.4,Orange,Average,49
2300003,3.6,Yellow,Good,106
2300176,4.1,Green,Very Good,171
2300187,3.9,Yellow,Good,113
2300009,3.7,Yellow,Good,160
18391601,4,Green,Very Good,41
900682,4.6,Dark Green,Excellent,289
95361,3.8,Yellow,Good,281
95421,4.4,Green,Very Good,662
95256,4.2,Green,Very Good,659
95286,4.2,Green,Very Good,394
900969,4.5,Dark Green,Excellent,213
95333,3.7,Yellow,Good,277
900547,4,Green,Very Good,246
901089,3.7,Yellow,Good,145
901035,3.7,Yellow,Good,105
900561,4,Green,Very Good,406
900524,4.4,Green,Very Good,333
900800,4,Green,Very Good,160
95304,4.2,Green,Very Good,482
900533,4.3,Green,Very Good,722
901004,4.2,Green,Very Good,146
900111,3.5,Yellow,Good,348
95331,4.3,Green,Very Good,658
900032,4.3,Green,Very Good,312
900282,3.6,Yellow,Good,361
18217475,4.6,Dark Green,Excellent,945
18249144,4.2,Green,Very Good,1103
18017612,4.8,Dark Green,Excellent,1424
18377112,3.9,Yellow,Good,326
20002,4.4,Green,Very Good,1778
18343731,4.2,Green,Very Good,704
25664,4.4,Green,Very Good,1484
25587,4,Green,Very Good,911
24530,4.2,Green,Very Good,2584
20747,4.6,Dark Green,Excellent,1219
21220,3.9,Yellow,Good,1064
25570,4.9,Dark Green,Excellent,1753
20350,3.5,Yellow,Good,4464
20870,4.2,Green,Very Good,5288
20404,4.3,Green,Very Good,7574
24286,4.4,Green,Very Good,2224
20842,4.9,Dark Green,Excellent,5966
18259462,3.6,Yellow,Good,1040
24452,4.1,Green,Very Good,1616
18017615,4,Green,Very Good,1126
800468,4.9,Dark Green,Excellent,1057
801675,4.5,Dark Green,Excellent,144
801690,4.6,Dark Green,Excellent,567
801684,3.5,Yellow,Good,147
18296995,3.9,Yellow,Good,217
800237,3.7,Yellow,Good,514
800273,3.9,Yellow,Good,268
18375866,4.3,Green,Very Good,106
801170,4.2,Green,Very Good,691
801636,4.1,Green,Very Good,165
18385021,4.1,Green,Very Good,80
801640,4.3,Green,Very Good,124
801269,4.3,Green,Very Good,887
801693,4,Green,Very Good,79
800483,4.4,Green,Very Good,818
800891,4.1,Green,Very Good,288
800326,4.2,Green,Very Good,762
801384,4.2,Green,Very Good,149
800089,4.7,Dark Green,Excellent,1069
801247,4.2,Green,Very Good,411
800576,4,Green,Very Good,587
15239,3.6,Yellow,Good,93
18444271,3.5,Yellow,Good,17
15005,4.1,Green,Very Good,191
15221,3.9,Yellow,Good,109
15292,4.2,Green,Very Good,217
15309,3.7,Yellow,Good,153
18400368,3.9,Yellow,Good,41
15132,4.1,Green,Very Good,178
15705,4.3,Green,Very Good,87
15078,3.6,Yellow,Good,86
15104,3.8,Yellow,Good,156
15774,4.4,Green,Very Good,138
15008,4.2,Green,Very Good,261
15321,4.4,Green,Very Good,325
15368,3.5,Yellow,Good,116
15853,3.9,Yellow,Good,80
15497,4.2,Green,Very Good,210
15091,4.6,Dark Green,Excellent,196
15777,3.8,Yellow,Good,53
15717,3.9,Yellow,Good,154
3100446,3.6,Yellow,Good,209
3100159,3.9,Yellow,Good,196
3100010,3.8,Yellow,Good,196
3100145,3.7,Yellow,Good,355
3100013,3.5,Yellow,Good,280
3100143,3.7,Yellow,Good,104
3100033,3.8,Yellow,Good,290
3100153,3.6,Yellow,Good,275
3100142,4.2,Green,Very Good,281
3100030,3.5,Yellow,Good,183
18237384,3.6,Yellow,Good,84
3100008,3.9,Yellow,Good,257
3100148,3.5,Yellow,Good,127
3100044,3.7,Yellow,Good,260
3100441,3.7,Yellow,Good,193
3100302,4.1,Green,Very Good,245
3100422,3.7,Yellow,Good,173
3100014,3.8,Yellow,Good,328
3100448,3.9,Yellow,Good,156
3100017,3.7,Yellow,Good,175
18424018,4.3,Green,Very Good,99
35217,4,Green,Very Good,5145
18447068,4,Green,Very Good,156
18458563,3.4,Orange,Average,170
18075122,4.7,Dark Green,Excellent,2083
18233317,4.2,Green,Very Good,1606
18237753,4.1,Green,Very Good,2040
18388642,3.8,Yellow,Good,617
18463285,3.8,Yellow,Good,146
16527711,3.9,Yellow,Good,2076
18313566,4.3,Green,Very Good,1240
49003,4.2,Green,Very Good,3370
18441580,3.9,Yellow,Good,317
34757,4.5,Dark Green,Excellent,2662
18408295,4.6,Dark Green,Excellent,413
18216876,3.9,Yellow,Good,885
17806994,4.9,Dark Green,Excellent,3244
18435740,3.8,Yellow,Good,181
18318116,4,Green,Very Good,536
18270976,4.1,Green,Very Good,1295
49486,3.6,Yellow,Good,1515
3600252,3.4,Orange,Average,139
3600265,3.7,Yellow,Good,172
3600375,3.9,Yellow,Good,264
3600015,4.2,Green,Very Good,392
3600012,3.7,Yellow,Good,393
3600013,3.5,Yellow,Good,214
3600071,3.7,Yellow,Good,262
3600192,3.8,Yellow,Good,162
3600119,3.5,Yellow,Good,160
3600352,4,Green,Very Good,286
3600009,4,Green,Very Good,304
3600361,3.5,Yellow,Good,127
3600148,3.7,Yellow,Good,132
3600436,3.3,Orange,Average,11
3600008,3.6,Yellow,Good,190
3600354,3.6,Yellow,Good,140
3600285,3.8,Yellow,Good,249
3600072,3.7,Yellow,Good,208
3600022,3.6,Yellow,Good,270
3600014,3.7,Yellow,Good,183
3301308,3.3,Orange,Average,27
3300780,3.8,Yellow,Good,73
3301236,3.9,Yellow,Good,26
3300369,4,Green,Very Good,103
3301013,4.3,Green,Very Good,88
3300741,3.7,Yellow,Good,201
3300138,4,Green,Very Good,185
3300949,4.2,Green,Very Good,164
3300065,4.3,Green,Very Good,270
3300416,3.9,Yellow,Good,140
3301169,3.9,Yellow,Good,19
3300061,4,Green,Very Good,284
3300107,4.4,Green,Very Good,257
3300058,4.5,Dark Green,Excellent,520
3300057,4,Green,Very Good,306
3300041,4.2,Green,Very Good,275
3300958,4.9,Dark Green,Excellent,226
3300707,2.2,Red,Poor,147
3300070,4,Green,Very Good,100
3301035,3.8,Yellow,Good,45
1600227,3.8,Yellow,Good,76
1600280,3.6,Yellow,Good,91
1600169,3.6,Yellow,Good,125
1600109,3.5,Yellow,Good,140
1600108,3.6,Yellow,Good,86
1600258,3.8,Yellow,Good,117
1600252,3.4,Orange,Average,86
1600007,3.4,Orange,Average,162
1600053,3.4,Orange,Average,177
1600326,3.3,Orange,Average,15
1600307,3.4,Orange,Average,24
1600219,3.5,Yellow,Good,80
1600067,3.7,Yellow,Good,162
1600039,3.5,Yellow,Good,166
1600029,3.8,Yellow,Good,164
1600292,3,Orange,Average,25
1600298,3.3,Orange,Average,33
1600095,3.5,Yellow,Good,77
1600205,3.9,Yellow,Good,218
1600212,3.4,Orange,Average,71
18287358,0,White,Not rated,2
18216944,3.2,Orange,Average,46
313333,3.4,Orange,Average,45
18384127,2.6,Orange,Average,11
582,3.4,Orange,Average,238
18414465,3.1,Orange,Average,8
304243,2.7,Orange,Average,64
3554,2.6,Orange,Average,113
18369872,3.7,Yellow,Good,66
948,3.5,Yellow,Good,141
2853,2.2,Red,Poor,77
18433900,4,Green,Very Good,40
18425159,4.2,Green,Very Good,46
310958,4.2,Green,Very Good,665
18334443,3.2,Orange,Average,31
18255141,3.4,Orange,Average,32
197,2.8,Orange,Average,83
308235,3.7,Yellow,Good,288
18258757,3.2,Orange,Average,33
307383,3.2,Orange,Average,26
18386746,0,White,Not rated,2
18337885,0,White,Not rated,0
310491,2.6,Orange,Average,49
18337789,3.3,Orange,Average,13
18222573,3.2,Orange,Average,64
3370,3.4,Orange,Average,167
307439,3.3,Orange,Average,99
1078,2.6,Orange,Average,125
9340,3.7,Yellow,Good,124
306761,2.2,Red,Poor,79
7580,2.9,Orange,Average,8
7584,3.3,Orange,Average,20
7582,3.2,Orange,Average,23
18351495,3.4,Orange,Average,19
7594,3,Orange,Average,7
7583,2.7,Orange,Average,11
7610,3.2,Orange,Average,35
18412603,3,Orange,Average,11
7639,2.5,Orange,Average,32
18441545,3.2,Orange,Average,10
9971,3.2,Orange,Average,23
18451572,3.1,Orange,Average,7
7593,2.9,Orange,Average,42
301440,3.2,Orange,Average,21
7585,3.3,Orange,Average,16
306531,2.5,Orange,Average,37
18354658,2.9,Orange,Average,4
18337782,2.8,Orange,Average,7
18258759,3.4,Orange,Average,22
18057805,3.9,Yellow,Good,97
3428,3.9,Yellow,Good,452
18425771,3.6,Yellow,Good,14
18304836,3.6,Yellow,Good,82
18311951,0,White,Not rated,2
18401128,0,White,Not rated,0
18354667,0,White,Not rated,0
18431379,0,White,Not rated,1
18311953,0,White,Not rated,2
18361522,0,White,Not rated,0
18425780,0,White,Not rated,1
18489513,0,White,Not rated,0
306795,2.4,Red,Poor,31
7249,2.5,Orange,Average,100
7246,3.1,Orange,Average,230
310723,3.2,Orange,Average,458
7253,2.6,Orange,Average,176
18180041,3.5,Yellow,Good,232
18434414,3.6,Yellow,Good,27
4905,3.6,Yellow,Good,210
18421232,3.9,Yellow,Good,44
7228,3.5,Yellow,Good,206
7068,3.7,Yellow,Good,185
302152,3.7,Yellow,Good,256
312300,4.2,Green,Very Good,336
5565,3.4,Orange,Average,280
307113,4.2,Green,Very Good,2131
6258,2.8,Orange,Average,13
6094,3.1,Orange,Average,38
304592,2.8,Orange,Average,69
18421481,3.3,Orange,Average,11
310874,3.1,Orange,Average,6
18313972,3,Orange,Average,4
18128860,3.4,Orange,Average,80
310877,3.4,Orange,Average,24
304687,3.1,Orange,Average,13
312444,3.3,Orange,Average,12
18337975,2.9,Orange,Average,4
18124373,2.8,Orange,Average,9
305913,3.3,Orange,Average,18
310447,2.8,Orange,Average,14
310858,2.8,Orange,Average,9
18332083,3.2,Orange,Average,16
18361241,3,Orange,Average,5
305630,3.6,Yellow,Good,251
18034049,3.5,Yellow,Good,42
6092,3.5,Yellow,Good,220
18124361,3.6,Yellow,Good,34
6088,3.7,Yellow,Good,103
18394366,3.7,Yellow,Good,46
18354639,3.8,Yellow,Good,62
311657,3.6,Yellow,Good,42
18350112,3.6,Yellow,Good,58
18377924,3.9,Yellow,Good,106
18428216,0,White,Not rated,0
18421050,0,White,Not rated,1
18377887,0,White,Not rated,1
18421693,0,White,Not rated,0
18418263,0,White,Not rated,0
18421457,0,White,Not rated,0
18421463,0,White,Not rated,0
18268361,0,White,Not rated,1
18445804,0,White,Not rated,0
18347812,0,White,Not rated,0
18377920,0,White,Not rated,2
311544,0,White,Not rated,0
18377915,0,White,Not rated,0
18421058,0,White,Not rated,0
18335692,0,White,Not rated,0
18429396,3,Orange,Average,4
179,3.4,Orange,Average,48
307843,3.2,Orange,Average,51
18421042,3.4,Orange,Average,19
3295,3.6,Yellow,Good,59
18414499,3.9,Yellow,Good,188
18441775,4.4,Green,Very Good,77
18427565,4,Green,Very Good,46
18395381,4.1,Green,Very Good,387
310281,3.1,Orange,Average,117
18207831,3.1,Orange,Average,7
5452,3,Orange,Average,10
18374418,0,White,Not rated,1
18258778,2.8,Orange,Average,7
6560,2.8,Orange,Average,23
3322,2.8,Orange,Average,102
18249102,3.4,Orange,Average,19
18241609,3.2,Orange,Average,15
8743,3,Orange,Average,10
5294,2.7,Orange,Average,17
4651,3.4,Orange,Average,135
5315,2.7,Orange,Average,35
6577,3,Orange,Average,5
309395,3.4,Orange,Average,22
300784,3.2,Orange,Average,74
18430692,3,Orange,Average,4
309503,3,Orange,Average,7
3326,3.2,Orange,Average,22
309384,3.1,Orange,Average,9
3079,3.5,Yellow,Good,191
303093,3.7,Yellow,Good,199
309375,3.5,Yellow,Good,60
18441672,0,White,Not rated,1
18446423,0,White,Not rated,0
18462588,0,White,Not rated,0
18460330,0,White,Not rated,1
18361739,0,White,Not rated,2
312338,0,White,Not rated,0
18057828,0,White,Not rated,1
18361700,0,White,Not rated,3
18383541,0,White,Not rated,3
18248970,0,White,Not rated,1
18395538,0,White,Not rated,0
18446396,0,White,Not rated,0
313193,0,White,Not rated,1
18457050,0,White,Not rated,0
18375413,0,White,Not rated,0
18458325,0,White,Not rated,0
5296,2.4,Red,Poor,15
310802,2.9,Orange,Average,29
310777,3.4,Orange,Average,35
309,2.7,Orange,Average,278
18390678,3.3,Orange,Average,53
3329,2.6,Orange,Average,142
18216896,2.5,Orange,Average,41
307767,3.9,Yellow,Good,492
3332,3.5,Yellow,Good,28
980,3.6,Yellow,Good,457
18232098,3.9,Yellow,Good,173
6574,3.7,Yellow,Good,131
2379,3.9,Yellow,Good,123
309390,3.9,Yellow,Good,274
300809,3.5,Yellow,Good,87
1192,3,Orange,Average,78
310803,3.1,Orange,Average,10
18250797,3.3,Orange,Average,26
198,3.2,Orange,Average,101
18449782,3.4,Orange,Average,17
18057820,3.3,Orange,Average,34
310215,3.3,Orange,Average,12
306841,3.6,Yellow,Good,34
18412952,3.6,Yellow,Good,46
18432191,3.5,Yellow,Good,31
18375420,4,Green,Very Good,96
6286,3.2,Orange,Average,70
1914,3.4,Orange,Average,560
18163907,2.9,Orange,Average,4
18344490,3.4,Orange,Average,38
18412878,2.8,Orange,Average,11
18294263,3,Orange,Average,4
588,3.3,Orange,Average,421
7150,3.1,Orange,Average,68
18264634,3.6,Yellow,Good,85
301534,3.7,Yellow,Good,343
8340,3.8,Yellow,Good,120
18400739,0,White,Not rated,3
304954,0,White,Not rated,2
18400737,0,White,Not rated,2
18382583,0,White,Not rated,0
18249122,2.3,Red,Poor,55
7354,3.2,Orange,Average,49
9267,2.9,Orange,Average,7
7352,3.3,Orange,Average,90
304211,2.9,Orange,Average,11
262,3.1,Orange,Average,161
4621,3,Orange,Average,67
2134,2.8,Orange,Average,23
303472,3.3,Orange,Average,60
758,3.5,Yellow,Good,239
7217,3.7,Yellow,Good,137
307054,3.7,Yellow,Good,212
771,3.5,Yellow,Good,193
171,3.5,Yellow,Good,202
304675,3.5,Yellow,Good,332
3269,2.4,Red,Poor,92
3935,2.9,Orange,Average,120
4166,3.4,Orange,Average,137
3936,3.6,Yellow,Good,158
5227,2.7,Orange,Average,9
1862,2.6,Orange,Average,38
819,3.2,Orange,Average,59
2236,2.8,Orange,Average,4
4150,2.5,Orange,Average,98
6394,2.8,Orange,Average,11
1867,3,Orange,Average,11
2608,3.1,Orange,Average,14
8388,2.4,Red,Poor,71
3465,2.4,Red,Poor,33
301581,0,White,Not rated,2
823,3.3,Orange,Average,85
18421499,2.9,Orange,Average,10
846,2.7,Orange,Average,8
816,2.9,Orange,Average,16
4055,3.4,Orange,Average,113
18312487,3,Orange,Average,4
1630,3.2,Orange,Average,17
308261,2.7,Orange,Average,33
2587,2.9,Orange,Average,66
849,3.4,Orange,Average,34
848,2.8,Orange,Average,31
852,3.2,Orange,Average,17
312194,3,Orange,Average,4
7643,2.8,Orange,Average,5
3238,2.9,Orange,Average,10
18396184,2.9,Orange,Average,4
847,3.4,Orange,Average,60
7575,3.2,Orange,Average,14
850,3.1,Orange,Average,10
311856,3,Orange,Average,7
851,3.4,Orange,Average,161
18228885,3.4,Orange,Average,28
824,3.7,Yellow,Good,137
301102,3.7,Yellow,Good,203
18238246,3.5,Yellow,Good,20
6003,3.5,Yellow,Good,218
18469659,0,White,Not rated,0
18288994,0,White,Not rated,1
845,0,White,Not rated,2
18466422,0,White,Not rated,3
815,2.4,Red,Poor,164
305296,2.1,Red,Poor,138
6079,3.3,Orange,Average,21
6117,3.1,Orange,Average,6
18082202,3,Orange,Average,10
308574,3.2,Orange,Average,10
6123,2.9,Orange,Average,6
312157,3.1,Orange,Average,15
302490,3,Orange,Average,12
304697,3.4,Orange,Average,29
307713,3,Orange,Average,9
18384137,3.1,Orange,Average,4
5459,3.2,Orange,Average,225
311703,3.2,Orange,Average,8
308006,3,Orange,Average,5
4053,2.8,Orange,Average,42
5468,3.1,Orange,Average,16
5453,3.2,Orange,Average,39
681,2.5,Orange,Average,49
308008,3,Orange,Average,20
18272386,2.8,Orange,Average,4
306380,2.9,Orange,Average,5
312936,3.3,Orange,Average,16
6698,3,Orange,Average,57
9961,3,Orange,Average,42
312925,3.4,Orange,Average,21
18342132,3,Orange,Average,4
18323461,3.2,Orange,Average,11
5466,3,Orange,Average,53
18232088,3.2,Orange,Average,7
304743,3.4,Orange,Average,23
18128897,2.9,Orange,Average,4
18211151,3,Orange,Average,5
5460,3,Orange,Average,9
311492,3.2,Orange,Average,16
303643,3.4,Orange,Average,18
9156,3.1,Orange,Average,14
9160,2.9,Orange,Average,7
18235302,3,Orange,Average,4
9157,2.9,Orange,Average,5
9159,3.1,Orange,Average,5
6706,2.8,Orange,Average,59
18082089,3.3,Orange,Average,10
312693,3.7,Yellow,Good,30
308209,3.8,Yellow,Good,112
306017,3.8,Yellow,Good,59
304737,3.7,Yellow,Good,40
308318,3.8,Yellow,Good,116
552,3.9,Yellow,Good,444
6704,3.9,Yellow,Good,163
309722,3.7,Yellow,Good,19
18286206,3.7,Yellow,Good,63
308894,3.6,Yellow,Good,43
7545,3.9,Yellow,Good,1487
9165,3.9,Yellow,Good,752
5458,3.6,Yellow,Good,437
5467,3.6,Yellow,Good,297
9161,3.8,Yellow,Good,76
302869,3.5,Yellow,Good,21
1889,3.5,Yellow,Good,51
18466395,0,White,Not rated,1
18469682,0,White,Not rated,0
18466396,0,White,Not rated,0
18466402,0,White,Not rated,0
302859,0,White,Not rated,1
308533,0,White,Not rated,2
18462596,0,White,Not rated,0
18333489,0,White,Not rated,3
18408052,0,White,Not rated,3
302871,0,White,Not rated,0
18425711,0,White,Not rated,0
310678,0,White,Not rated,2
300178,4.2,Green,Very Good,382
1155,4.3,Green,Very Good,521
9166,4.1,Green,Very Good,405
18264992,4.4,Green,Very Good,305
18282012,3.1,Orange,Average,6
303642,4.5,Dark Green,Excellent,545
18281967,3.6,Yellow,Good,18
18082228,3.9,Yellow,Good,36
301287,3.6,Yellow,Good,185
308192,3.6,Yellow,Good,27
306015,3.6,Yellow,Good,31
311002,3.7,Yellow,Good,54
313511,3.7,Yellow,Good,21
311022,4.1,Green,Very Good,118
303644,4.1,Green,Very Good,169
307218,4.1,Green,Very Good,200
304018,2.7,Orange,Average,23
18239781,3.1,Orange,Average,7
18364354,3,Orange,Average,4
